,0
word_count,0.5364690638160026
caption_length,0.3409985422740526
post_hour,0.051557337220602524
type_image,0.02970521541950113
hashtag_count,0.026158082280531264
type_video,0.01511175898931001
followers,0.0
following,0.0
sentiment,0.0
