,0
caption_length,0.41857488779732693
word_count,0.4152354573830814
post_hour,0.12892601343168664
hashtag_count,0.012559923147362132
type_image,0.012415910146719005
type_video,0.012287808093823838
followers,0.0
following,0.0
sentiment,0.0
