,0
word_count,0.4401967640702765
caption_length,0.31412552771832797
post_hour,0.12883972041052202
type_video,0.06407270901592473
type_image,0.050621138028693585
hashtag_count,0.0021441407562551905
followers,0.0
following,0.0
sentiment,0.0
