,0
followers,0.3925345472156518
sentiment,0.1481503213732166
following,0.13785869264762377
caption_length,0.104350720852618
word_count,0.08161612096206314
post_hour,0.05598306607056053
type_video,0.03971206373752896
type_image,0.0341637536216976
hashtag_count,0.00563071351903967
