,0
followers,0.4089583155635882
following,0.20152254260757252
word_count,0.09986931393121826
caption_length,0.08463214217123513
hashtag_count,0.0642712030721828
sentiment,0.06090517042352432
post_hour,0.052403721432238114
type_image,0.01580680585690625
type_video,0.011630784941534545
